id	student_id	username	first_name	last_name	age	grade	birthday	email
2024088	2024088	stu2024088	Patrick	Scandlon	14	10	2011-01-01	stu2024088@school.net
2024089	2024089	stu2024089	Willard	Scandlon	15	11	2010-01-01	stu2024089@school.net
2024090	2024090	stu2024090	Austin	Scandlon	16	12	2009-01-01	stu2024090@school.net
2024091	2024091	stu2024091	Jimmy	Myers	17	13	2008-01-01	stu2024091@school.net
2024092	2024092	stu2024092	Tony	Dulgar	5	1	2020-01-01	stu2024092@school.net
2024093	2024093	stu2024093	Clifford	Phillips	6	2	2019-01-01	stu2024093@school.net
2024094	2024094	stu2024094	Scott	Phillips	7	3	2018-01-01	stu2024094@school.net
2024095	2024095	stu2024095	Rodge	Campbel	8	4	2017-01-01	stu2024095@school.net
2024096	2024096	stu2024096	Matthew	Perkins	9	5	2016-01-01	stu2024096@school.net
2024097	2024097	stu2024097	Leroy	Meadows	10	6	2015-01-01	stu2024097@school.net
2024098	2024098	stu2024098	John	Mullins	11	7	2014-01-01	stu2024098@school.net
2024099	2024099	stu2024099	Clifford	Roop	12	8	2013-01-01	stu2024099@school.net
2024100	2024100	stu2024100	Timothy	Roop	13	9	2012-01-01	stu2024100@school.net
2024101	2024101	stu2024101	Kim	Roose	14	10	2011-01-01	stu2024101@school.net
2024102	2024102	stu2024102	Michael	Tanner	15	11	2010-01-01	stu2024102@school.net
2024103	2024103	stu2024103	Michael	Vanek	16	12	2009-01-01	stu2024103@school.net
2024104	2024104	stu2024104	Paul	Brentlinger	17	13	2008-01-01	stu2024104@school.net
2024105	2024105	stu2024105	Paul	DeHart	5	1	2020-01-01	stu2024105@school.net
2024106	2024106	stu2024106	Nate	DeHart	6	2	2019-01-01	stu2024106@school.net
2024107	2024107	stu2024107	Nate	Wolf	7	3	2018-01-01	stu2024107@school.net
2024108	2024108	stu2024108	Grant	Steyer	8	4	2017-01-01	stu2024108@school.net
2024109	2024109	stu2024109	Todd	Steyer	9	5	2016-01-01	stu2024109@school.net
2024110	2024110	stu2024110	Teddy	Guyulas	10	6	2015-01-01	stu2024110@school.net
2024111	2024111	stu2024111	Tommy	Guyulas	11	7	2014-01-01	stu2024111@school.net
2024112	2024112	stu2024112	Wyatt	Cravatas	12	8	2013-01-01	stu2024112@school.net
2024113	2024113	stu2024113	Michael	Deuring	13	9	2012-01-01	stu2024113@school.net
2024114	2024114	stu2024114	Aaron	Hicks	14	10	2011-01-01	stu2024114@school.net
2024115	2024115	stu2024115	Doug	Dougherty	15	11	2010-01-01	stu2024115@school.net
2024116	2024116	stu2024116	Matthew	Honaker	16	12	2009-01-01	stu2024116@school.net
2024117	2024117	stu2024117	Andrew	Konya	17	13	2008-01-01	stu2024117@school.net
2024118	2024118	stu2024118	Fred	Leach	5	1	2020-01-01	stu2024118@school.net
2024119	2024119	stu2024119	Cole	Morgan	6	2	2019-01-01	stu2024119@school.net
2024120	2024120	stu2024120	Keeler	North	7	3	2018-01-01	stu2024120@school.net
2024121	2024121	stu2024121	Jason	Routzon	8	4	2017-01-01	stu2024121@school.net
2024122	2024122	stu2024122	Jim	Shimer	9	5	2016-01-01	stu2024122@school.net
2024123	2024123	stu2024123	Kevin	Tinter	10	6	2015-01-01	stu2024123@school.net
2024124	2024124	stu2024124	Daniel	Tousley	11	7	2014-01-01	stu2024124@school.net
2024125	2024125	stu2024125	Paul	Tousley	12	8	2013-01-01	stu2024125@school.net
2024126	2024126	stu2024126	Adam	Whitney	13	9	2012-01-01	stu2024126@school.net
2024127	2024127	stu2024127	Seth	Whitney	14	10	2011-01-01	stu2024127@school.net
2024128	2024128	stu2024128	Wesley	Loudermilk	15	11	2010-01-01	stu2024128@school.net
2024129	2024129	stu2024129	Wesley	Ziegler	16	12	2009-01-01	stu2024129@school.net
2024130	2024130	stu2024130	Charles	Ziegler	17	13	2008-01-01	stu2024130@school.net
2024131	2024131	stu2024131	David	Mullins	5	1	2020-01-01	stu2024131@school.net
2024132	2024132	stu2024132	Scott	Severence	6	2	2019-01-01	stu2024132@school.net
2024133	2024133	stu2024133	Jason	Stephens	7	3	2018-01-01	stu2024133@school.net
2024134	2024134	stu2024134	Brad	Seivers	8	4	2017-01-01	stu2024134@school.net
2024135	2024135	stu2024135	Zach	Oswold	9	5	2016-01-01	stu2024135@school.net
2024136	2024136	stu2024136	Wes	Boggs	10	6	2015-01-01	stu2024136@school.net
2024137	2024137	stu2024137	Matthew	Strang	11	7	2014-01-01	stu2024137@school.net
2024138	2024138	stu2024138	David	Meisner	12	8	2013-01-01	stu2024138@school.net
2024139	2024139	stu2024139	Wyatt	Henderson	13	9	2012-01-01	stu2024139@school.net
2024140	2024140	stu2024140	Adam	Wonus	14	10	2011-01-01	stu2024140@school.net
2024141	2024141	stu2024141	Matthew	McCleese	15	11	2010-01-01	stu2024141@school.net
2024142	2024142	stu2024142	Cameron	Vogle	16	12	2009-01-01	stu2024142@school.net
2024143	2024143	stu2024143	Bodie	Hillwig	17	13	2008-01-01	stu2024143@school.net
2024144	2024144	stu2024144	Kevin	Pesheck	5	1	2020-01-01	stu2024144@school.net
2024145	2024145	stu2024145	Ian	Pesheck	6	2	2019-01-01	stu2024145@school.net
2024146	2024146	stu2024146	Christian	Pesheck	7	3	2018-01-01	stu2024146@school.net
2024147	2024147	stu2024147	Andy	Zywick	8	4	2017-01-01	stu2024147@school.net
2024148	2024148	stu2024148	John	Zywick	9	5	2016-01-01	stu2024148@school.net
2024149	2024149	stu2024149	David	Brown	10	6	2015-01-01	stu2024149@school.net
2024150	2024150	stu2024150	Andrew	Stefan	11	7	2014-01-01	stu2024150@school.net
2024151	2024151	stu2024151	Matthew	Stefan	12	8	2013-01-01	stu2024151@school.net
2024152	2024152	stu2024152	Christopher	Brown	13	9	2012-01-01	stu2024152@school.net
2024153	2024153	stu2024153	Ben	Olsen	14	10	2011-01-01	stu2024153@school.net
2024154	2024154	stu2024154	Bryce	Sedio	15	11	2010-01-01	stu2024154@school.net
2024155	2024155	stu2024155	Jared	Wills	16	12	2009-01-01	stu2024155@school.net
2024156	2024156	stu2024156	Nick	WIlls	17	13	2008-01-01	stu2024156@school.net
2024157	2024157	stu2024157	Casey	O\'Brian	5	1	2020-01-01	stu2024157@school.net
2024158	2024158	stu2024158	Shawn	O\'Brian	6	2	2019-01-01	stu2024158@school.net
2024159	2024159	stu2024159	Jason	Linden	7	3	2018-01-01	stu2024159@school.net
2024160	2024160	stu2024160	Perry	Cohen	8	4	2017-01-01	stu2024160@school.net
2024161	2024161	stu2024161	Austin	Stephanos	9	5	2016-01-01	stu2024161@school.net
2024162	2024162	stu2024162	Steven	Roque	10	6	2015-01-01	stu2024162@school.net
2024163	2024163	stu2024163	Nathan	Roque	11	7	2014-01-01	stu2024163@school.net
2024164	2024164	stu2024164	Geoffry	Martel	12	8	2013-01-01	stu2024164@school.net
2024165	2024165	stu2024165	Gregory	Martel	13	9	2012-01-01	stu2024165@school.net
2024166	2024166	stu2024166	Grant	Martel	14	10	2011-01-01	stu2024166@school.net
2024167	2024167	stu2024167	Eric	Clinton	15	11	2010-01-01	stu2024167@school.net
2024168	2024168	stu2024168	J\'mark	Boliver	16	12	2009-01-01	stu2024168@school.net
2024169	2024169	stu2024169	J\'Herne	Boliver	17	13	2008-01-01	stu2024169@school.net
2024170	2024170	stu2024170	Mark	Zurowski	5	1	2020-01-01	stu2024170@school.net
2024171	2024171	stu2024171	Matthew	Zurowski	6	2	2019-01-01	stu2024171@school.net
2024172	2024172	stu2024172	Michael	Zurowski	7	3	2018-01-01	stu2024172@school.net
2024173	2024173	stu2024173	Duncan	McCord	8	4	2017-01-01	stu2024173@school.net
2024174	2024174	stu2024174	Malcom	McCord	9	5	2016-01-01	stu2024174@school.net
2024175	2024175	stu2024175	Angus	McCord	10	6	2015-01-01	stu2024175@school.net
2024176	2024176	stu2024176	Clay	Parris	11	7	2014-01-01	stu2024176@school.net
2024177	2024177	stu2024177	Kendall	Virginia	12	8	2013-01-01	stu2024177@school.net
2024178	2024178	stu2024178	Mathias	Uribe	13	9	2012-01-01	stu2024178@school.net
2024179	2024179	stu2024179	Nicholas	Uribe	15	11	2010-01-01	stu2024179@school.net
2024180	2024180	stu2024180	Michael	Stolzenberg	16	12	2009-01-01	stu2024180@school.net
2024181	2024181	stu2024181	Harris	Stolzenberg	17	13	2008-01-01	stu2024181@school.net
2024182	2024182	stu2024182	Philip	Mashki	5	1	2020-01-01	stu2024182@school.net
2024183	2024183	stu2024183	Philip	Mahi	6	2	2019-01-01	stu2024183@school.net
2024184	2024184	stu2024184	Florian	France	7	3	2018-01-01	stu2024184@school.net
2024185	2024185	stu2024185	Julian	France	8	4	2017-01-01	stu2024185@school.net
2024186	2024186	stu2024186	Donny	harmison	9	5	2016-01-01	stu2024186@school.net
2024187	2024187	stu2024187	Donny	MPMS	10	6	2015-01-01	stu2024187@school.net
2024188	2024188	stu2024188	Chris	Keope	11	7	2014-01-01	stu2024188@school.net
2024189	2024189	stu2024189	Jake	Carner	12	8	2013-01-01	stu2024189@school.net
2024190	2024190	stu2024190	Jake	Jurowski	13	9	2012-01-01	stu2024190@school.net
2024191	2024191	stu2024191	Robbie	MPMS	14	10	2011-01-01	stu2024191@school.net
2024192	2024192	stu2024192	Phillip	Green	15	11	2010-01-01	stu2024192@school.net
2024193	2024193	stu2024193	Shawn	Green	16	12	2009-01-01	stu2024193@school.net
2024194	2024194	stu2024194	shawn	gray	17	13	2008-01-01	stu2024194@school.net
2024195	2024195	stu2024195	Brandon	Knight	5	1	2020-01-01	stu2024195@school.net
2024196	2024196	stu2024196	Phillip	Wilsie	6	2	2019-01-01	stu2024196@school.net
2024197	2024197	stu2024197	Caleb	Hollo	7	3	2018-01-01	stu2024197@school.net
2024198	2024198	stu2024198	Jared	Grey	8	4	2017-01-01	stu2024198@school.net
2024199	2024199	stu2024199	Redmond	Gerard	9	5	2016-01-01	stu2024199@school.net
2024200	2024200	stu2024200	Tom	Holland	10	6	2015-01-01	stu2024200@school.net
2024201	2024201	stu2024201	Lucas	Judy	11	7	2014-01-01	stu2024201@school.net
2024202	2024202	stu2024202	Lucas	Benentt	12	8	2013-01-01	stu2024202@school.net
2024203	2024203	stu2024203	Jared	Enting	13	9	2012-01-01	stu2024203@school.net
2024204	2024204	stu2024204	Jared	MPMS	14	10	2011-01-01	stu2024204@school.net
2024205	2024205	stu2024205	Frank	Panstingal	15	11	2010-01-01	stu2024205@school.net
2024206	2024206	stu2024206	Adrian	Wilson	16	12	2009-01-01	stu2024206@school.net
2024207	2024207	stu2024207	Cory	Saddler	17	13	2008-01-01	stu2024207@school.net
2024208	2024208	stu2024208	Nick	Markley	5	1	2020-01-01	stu2024208@school.net
2024209	2024209	stu2024209	Telo	Grove	6	2	2019-01-01	stu2024209@school.net
2024210	2024210	stu2024210	Danny	Bevan	7	3	2018-01-01	stu2024210@school.net
2024211	2024211	stu2024211	Josh	Green	8	4	2017-01-01	stu2024211@school.net
2024212	2024212	stu2024212	Garett	Stewart	9	5	2016-01-01	stu2024212@school.net
2024213	2024213	stu2024213	Mark	Bazemore	10	6	2015-01-01	stu2024213@school.net
2024214	2024214	stu2024214	John	McVicker	11	7	2014-01-01	stu2024214@school.net
2024215	2024215	stu2024215	Frank	DeCapio	12	8	2013-01-01	stu2024215@school.net
2024216	2024216	stu2024216	Mark	Sunde	13	9	2012-01-01	stu2024216@school.net
2024217	2024217	stu2024217	Jeremy	Morningstar	14	10	2011-01-01	stu2024217@school.net
2024218	2024218	stu2024218	Jordan	Zolman	15	11	2010-01-01	stu2024218@school.net
2024219	2024219	stu2024219	Mason	Cooley	16	12	2009-01-01	stu2024219@school.net
2024220	2024220	stu2024220	Connor	masonfriend	17	13	2008-01-01	stu2024220@school.net
2024221	2024221	stu2024221	Greg	Kinitis	5	1	2020-01-01	stu2024221@school.net
2024222	2024222	stu2024222	Adam	Johnson	6	2	2019-01-01	stu2024222@school.net
2024223	2024223	stu2024223	Justin	Bonheim	7	3	2018-01-01	stu2024223@school.net
2024224	2024224	stu2024224	Blake	Bonheim	8	4	2017-01-01	stu2024224@school.net
2024225	2024225	stu2024225	Andrew	Sherer	9	5	2016-01-01	stu2024225@school.net
2024226	2024226	stu2024226	Mark	Zuiderveen	10	6	2015-01-01	stu2024226@school.net
2024227	2024227	stu2024227	Jim	Ringer	11	7	2014-01-01	stu2024227@school.net
2024228	2024228	stu2024228	Jason	Mascari	12	8	2013-01-01	stu2024228@school.net
2024229	2024229	stu2024229	brent	Davis	13	9	2012-01-01	stu2024229@school.net
2024230	2024230	stu2024230	Danny	Kyper	14	10	2011-01-01	stu2024230@school.net
2024231	2024231	stu2024231	Danny	Webster	15	11	2010-01-01	stu2024231@school.net
2024232	2024232	stu2024232	clay	Febus	16	12	2009-01-01	stu2024232@school.net
2024233	2024233	stu2024233	Brian	clayfriend	17	13	2008-01-01	stu2024233@school.net
2024234	2024234	stu2024234	David	Farley	5	1	2020-01-01	stu2024234@school.net
2024235	2024235	stu2024235	Tyler	Andrew	6	2	2019-01-01	stu2024235@school.net
2024236	2024236	stu2024236	Brian	Vickers	7	3	2018-01-01	stu2024236@school.net
2024237	2024237	stu2024237	Anthony	PIasano	8	4	2017-01-01	stu2024237@school.net
2024238	2024238	stu2024238	Zach	Arnold	9	5	2016-01-01	stu2024238@school.net
2024239	2024239	stu2024239	Brandon	Kaskey	10	6	2015-01-01	stu2024239@school.net
2024240	2024240	stu2024240	Jimmy	Kaskey	11	7	2014-01-01	stu2024240@school.net
2024241	2024241	stu2024241	Jimmy	Guess	12	8	2013-01-01	stu2024241@school.net
2024242	2024242	stu2024242	Eric	Guillentine	13	9	2012-01-01	stu2024242@school.net
2024243	2024243	stu2024243	Joshua	Mullins	14	10	2011-01-01	stu2024243@school.net
2024244	2024244	stu2024244	Nathan	Cunningham	15	11	2010-01-01	stu2024244@school.net
2024245	2024245	stu2024245	Seth	Cunningham	16	12	2009-01-01	stu2024245@school.net
2024246	2024246	stu2024246	Benny	Cunningham	17	13	2008-01-01	stu2024246@school.net
2024247	2024247	stu2024247	Alexi	Ivanovich	5	1	2020-01-01	stu2024247@school.net
2024248	2024248	stu2024248	Ivan	Demitrovich	6	2	2019-01-01	stu2024248@school.net
2024249	2024249	stu2024249	Dale	Berskin	7	3	2018-01-01	stu2024249@school.net
2024250	2024250	stu2024250	Matt	Carper	8	4	2017-01-01	stu2024250@school.net
2024251	2024251	stu2024251	Jack	Carper	9	5	2016-01-01	stu2024251@school.net
2024252	2024252	stu2024252	Austin	Oh	10	6	2015-01-01	stu2024252@school.net
2024253	2024253	stu2024253	Ryan	Hornack	11	7	2014-01-01	stu2024253@school.net
2024254	2024254	stu2024254	Shawn	Baisden	12	8	2013-01-01	stu2024254@school.net
2024255	2024255	stu2024255	Jimmy	Meyers	13	9	2012-01-01	stu2024255@school.net
2024256	2024256	stu2024256	Jimmy	Murphy	14	10	2011-01-01	stu2024256@school.net
2024257	2024257	stu2024257	Brad	Brock	15	11	2010-01-01	stu2024257@school.net
2024258	2024258	stu2024258	Randy	Richner	16	12	2009-01-01	stu2024258@school.net
2024259	2024259	stu2024259	Andrew	Witzak	17	13	2008-01-01	stu2024259@school.net
2024260	2024260	stu2024260	Kyle	Bruffy	5	1	2020-01-01	stu2024260@school.net
2024261	2024261	stu2024261	Alex	dakota	6	2	2019-01-01	stu2024261@school.net
2024262	2024262	stu2024262	Danny	Dakota	7	3	2018-01-01	stu2024262@school.net
2024263	2024263	stu2024263	David	Calif	8	4	2017-01-01	stu2024263@school.net
2024264	2024264	stu2024264	Jeremy	playfirstbase	9	5	2016-01-01	stu2024264@school.net
2024265	2024265	stu2024265	David	Jamison	10	6	2015-01-01	stu2024265@school.net
2024266	2024266	stu2024266	Barry	Horvath	11	7	2014-01-01	stu2024266@school.net
2024267	2024267	stu2024267	Marc	Berry	12	8	2013-01-01	stu2024267@school.net
2024268	2024268	stu2024268	Marc	Calif	13	9	2012-01-01	stu2024268@school.net
2024269	2024269	stu2024269	Troy	Berry	14	10	2011-01-01	stu2024269@school.net
2024270	2024270	stu2024270	Kyle	Chippewa	15	11	2010-01-01	stu2024270@school.net
2024271	2024271	stu2024271	Matthew	Lacrosse	16	12	2009-01-01	stu2024271@school.net
2024272	2024272	stu2024272	Derwin	Loverink	17	13	2008-01-01	stu2024272@school.net
2024273	2024273	stu2024273	Peter	Loverink	5	1	2020-01-01	stu2024273@school.net
2024274	2024274	stu2024274	Aiden	Loverink	6	2	2019-01-01	stu2024274@school.net
2024275	2024275	stu2024275	Gordy	Sanders	7	3	2018-01-01	stu2024275@school.net
2024276	2024276	stu2024276	Nico	White	8	4	2017-01-01	stu2024276@school.net
2024277	2024277	stu2024277	Tommy	Brady	9	5	2016-01-01	stu2024277@school.net
2024278	2024278	stu2024278	Aaron	Green	10	6	2015-01-01	stu2024278@school.net
2024279	2024279	stu2024279	Mike	Long	11	7	2014-01-01	stu2024279@school.net
2024280	2024280	stu2024280	Mike	Cole	12	8	2013-01-01	stu2024280@school.net
2024281	2024281	stu2024281	Jordan	Grills	13	9	2012-01-01	stu2024281@school.net
2024282	2024282	stu2024282	Johnny	McDougal	14	10	2011-01-01	stu2024282@school.net
2024283	2024283	stu2024283	Steve	Brown	15	11	2010-01-01	stu2024283@school.net
2024284	2024284	stu2024284	Greg	Streme	16	12	2009-01-01	stu2024284@school.net
2024285	2024285	stu2024285	Abdul	Gassed	17	13	2008-01-01	stu2024285@school.net
2024286	2024286	stu2024286	Greg	Cornelius	5	1	2020-01-01	stu2024286@school.net
2024287	2024287	stu2024287	Bobby	Pembridge	6	2	2019-01-01	stu2024287@school.net
2024288	2024288	stu2024288	Tim	Miskimen	7	3	2018-01-01	stu2024288@school.net
2024289	2024289	stu2024289	Ryan	O\'Callaghan	8	4	2017-01-01	stu2024289@school.net
2024290	2024290	stu2024290	Eric	O\'Callaghan	9	5	2016-01-01	stu2024290@school.net
2024291	2024291	stu2024291	Codi	Schmidt-McPhee	10	6	2015-01-01	stu2024291@school.net
2024292	2024292	stu2024292	Ty	Sheridin	11	7	2014-01-01	stu2024292@school.net
2024293	2024293	stu2024293	Jacob seth	Loughland	12	8	2013-01-01	stu2024293@school.net
2024294	2024294	stu2024294	Seth	Clearwater	13	9	2012-01-01	stu2024294@school.net
2024295	2024295	stu2024295	Thomas	Brodi-Sanger	14	10	2011-01-01	stu2024295@school.net
2024296	2024296	stu2024296	Mickey	Matson	15	11	2010-01-01	stu2024296@school.net
2024297	2024297	stu2024297	Brett	Portage	16	12	2009-01-01	stu2024297@school.net
2024298	2024298	stu2024298	Brett	Nau	17	13	2008-01-01	stu2024298@school.net
2024299	2024299	stu2024299	David	Wright	5	1	2020-01-01	stu2024299@school.net
2024300	2024300	stu2024300	Frankie	Suthard	6	2	2019-01-01	stu2024300@school.net
2024301	2024301	stu2024301	Cody	Suthard	7	3	2018-01-01	stu2024301@school.net
2024302	2024302	stu2024302	Jase	Suthard	8	4	2017-01-01	stu2024302@school.net
2024303	2024303	stu2024303	Philip	Smith-bros	9	5	2016-01-01	stu2024303@school.net
2024304	2024304	stu2024304	Reshet	Moti	10	6	2015-01-01	stu2024304@school.net
2024305	2024305	stu2024305	CJ	Scout	11	7	2014-01-01	stu2024305@school.net
2024306	2024306	stu2024306	Caleb	Scout	12	8	2013-01-01	stu2024306@school.net
2024307	2024307	stu2024307	Chris	Scout	13	9	2012-01-01	stu2024307@school.net
2024308	2024308	stu2024308	Misha	Hotel	14	10	2011-01-01	stu2024308@school.net
2024309	2024309	stu2024309	Matty	Aussie	15	11	2010-01-01	stu2024309@school.net
2024310	2024310	stu2024310	Julian	Aussie	16	12	2009-01-01	stu2024310@school.net
2024311	2024311	stu2024311	Mikey	Argy	17	13	2008-01-01	stu2024311@school.net
2024312	2024312	stu2024312	Sandro	Argy	5	1	2020-01-01	stu2024312@school.net
2024313	2024313	stu2024313	Jeremy	Kocher	6	2	2019-01-01	stu2024313@school.net
2024314	2024314	stu2024314	Zach	Kocher	7	3	2018-01-01	stu2024314@school.net
